,Address,City,ZipCode,State,Bedrooms,Price,Listing-Company,HOA,Zestimate,Link,Living-Area,Total-Bathrooms,Garage-Spaces,Home-Type,Year-Built,Utilities,Sunscore,Annual-Tax,Tax-Value
351,"248 Boulder Dr, Vallejo, CA 94589",Vallejo,94589,CA,2,290000,JORDAN REAL ESTATE GROUP - RE/,130.0,323477,https://www.zillow.com/homedetails/248-Boulder-Dr-Vallejo-CA-94589/247628981_zpid/,1248.0,2,0, Single Family,1986,Unknown,85.88,3324.0,232399.0
369,"1583 Arch St, Berkeley, CA 94708",Berkeley,94708,CA,2,829000,RED OAK REALTY,425.0,880832,https://www.zillow.com/homedetails/1583-Arch-St-Berkeley-CA-94708/24840141_zpid/,1132.0,2, 1, Condo,1924,Unknown,93.75,5561.0,297833.0
372,"3154 College Ave APT 4, Berkeley, CA 94705",Berkeley,94705,CA,1,775000,COMPASS,350.0,712358,https://www.zillow.com/homedetails/3154-College-Ave-APT-4-Berkeley-CA-94705/24827936_zpid/,940.0,1, 1, Condo,1919,Unknown,94.39,11151.0,806310.0
374,"9 Greenwood Cmn, Berkeley, CA 94708",Berkeley,94708,CA,3,1595000,COMPASS,166.0,1894298,https://www.zillow.com/homedetails/9-Greenwood-Cmn-Berkeley-CA-94708/24839871_zpid/,1671.0,2, 4, Single Family,1952,Unknown,72.95,11660.0,718400.0
381,"1801 University Ave UNIT 202, Berkeley, CA 94703",Berkeley,94703,CA,2,575000,KELLER WILLIAMS,405.0,592656,https://www.zillow.com/homedetails/1801-University-Ave-UNIT-202-Berkeley-CA-94703/24837251_zpid/,600.0,1, 1, Condo,1998,Unknown,94.71,8604.0,535000.0
386,"2649 San Pablo Ave APT 3, Berkeley, CA 94702",Berkeley,94702,CA,3,589000,REDFIN,258.0,822489,https://www.zillow.com/homedetails/2649-San-Pablo-Ave-APT-3-Berkeley-CA-94702/94686935_zpid/,1100.0,2, 0, Condo,1929,Unknown,87.41,5873.0,378200.0
395,"1104 Woodside Rd, Berkeley, CA 94708",Berkeley,94708,CA,5,1699000,KELLER WILLIAMS,27.0,1704106,https://www.zillow.com/homedetails/1104-Woodside-Rd-Berkeley-CA-94708/24849901_zpid/,3572.0,4, 2, Single Family,1952,Unknown,92.95,5462.0,118247.0
399,"2804 Hillegass Ave 2, Berkeley, CA 94705",Berkeley,94705,CA,2,898000,BERKELEY HILLS REALTY,400.0,969313,https://www.zillow.com/homedetails/2804-Hillegass-Ave-2-Berkeley-CA-94705/24831501_zpid/,1006.0,1, 0, Condo,1910,Unknown,71.19,11937.0,850020.0
402,"4118 Rowland Dr, Fairfield, CA 94533",Fairfield,94533,CA,5,665000,KW BAY AREA ESTATES,41.0,665002,https://www.zillow.com/homedetails/4118-Rowland-Dr-Fairfield-CA-94533/15729799_zpid/,2647.0,3, 0, Single Family,1998,Unknown,87.41,7155.0,576077.0
404,"3269 Inwood Pl, Fairfield, CA 94534",Fairfield,94534,CA,2,510000,BETTER HOMES,185.0,480694,https://www.zillow.com/homedetails/3269-Inwood-Pl-Fairfield-CA-94534/63156978_zpid/,1409.0,2, 0, Single Family,2005,Unknown,90.98,1068.0,118479.0
408,"4109 Cedar Creek Ct, Fairfield, CA 94534",Fairfield,94534,CA,3,526000,NEXTHOME,40.0,526072,https://www.zillow.com/homedetails/4109-Cedar-Creek-Ct-Fairfield-CA-94534/54659113_zpid/,1783.0,2, 0, Single Family,2001,Unknown,87.41,4001.0,323230.0
412,"3553 Tidewater Pl, Fairfield, CA 94533",Fairfield,94533,CA,4,525000,COLDWELL BANKER,39.0,525003,https://www.zillow.com/homedetails/3553-Tidewater-Pl-Fairfield-CA-94533/59208252_zpid/,2012.0,3, 0, Single Family,2002, Public Utilities,89.3,5449.0,431766.0
419,"2430 Bay Hill Dr, Fairfield, CA 94534",Fairfield,94534,CA,3,599000,MESSINA REALTY INC,64.0,599002,https://www.zillow.com/homedetails/2430-Bay-Hill-Dr-Fairfield-CA-94534/15723979_zpid/,1635.0,2, 0, Single Family,1988,Unknown,87.41,5033.0,380845.0
423,"3349 Pebble Beach Ct, Fairfield, CA 94534",Fairfield,94534,CA,5,1149000,"DUMAS REAL ESTATE, INC",64.0,1146081,https://www.zillow.com/homedetails/3349-Pebble-Beach-Ct-Fairfield-CA-94534/54659903_zpid/,4523.0,5, 0, Single Family,2003,Unknown,89.38,11885.0,934000.0
424,"4217 Duke Ct, Fairfield, CA 94534",Fairfield,94534,CA,4,615000,LUXE REALTY GROUP,94.0,615005,https://www.zillow.com/homedetails/4217-Duke-Ct-Fairfield-CA-94534/178387574_zpid/,2380.0,3, 0, Single Family,2016,Unknown,90.97,8664.0,586500.0
425,"4256 Farleigh Ct, Fairfield, CA 94534",Fairfield,94534,CA,3,579000,MCGUIRE REAL ESTATE,95.0,560110,https://www.zillow.com/homedetails/4256-Farleigh-Ct-Fairfield-CA-94534/241384724_zpid/,2364.0,3, 4, Single Family,2016,Unknown,90.97,8006.0,519991.0
426,"822 Bridle Ridge Dr, Fairfield, CA 94534",Fairfield,94534,CA,4,918000,COUNTRY ESTATES INC,157.0,917136,https://www.zillow.com/homedetails/822-Bridle-Ridge-Dr-Fairfield-CA-94534/69026461_zpid/,3499.0,3, 0, Single Family,2005,Unknown,87.41,8655.0,631801.0
428,"55 Villa Cir, Fairfield, CA 94533",Fairfield,94533,CA,2,175000,PROFESSIONAL REALTY ASSOCIATES,355.0,185001,https://www.zillow.com/homedetails/55-Villa-Cir-Fairfield-CA-94533/15687545_zpid/,968.0,2, 0, Condo,1971,Unknown,94.9,795.0,68288.0
432,"870 Emerald Hills Cir, Fairfield, CA 94533",Fairfield,94533,CA,3,570000,COLDWELL BANKER,39.0,570002,https://www.zillow.com/homedetails/870-Emerald-Hills-Cir-Fairfield-CA-94533/15729388_zpid/,1958.0,2, 0, Single Family,2002,Unknown,87.41,5867.0,476880.0
433,"4279 Valley Ln, Fairfield, CA 94534",Fairfield,94534,CA,4,2599000,COLDWELL BANKER,75.0,2599015,https://www.zillow.com/homedetails/4279-Valley-Ln-Fairfield-CA-94534/82970393_zpid/,5115.0,4, 0, Single Family,2007,Unknown,87.41,24835.0,2125000.0
434,"104 Roseburg Way, Fairfield, CA 94534",Fairfield,94534,CA,3,390000,RE/MAX,225.0,393660,https://www.zillow.com/homedetails/104-Roseburg-Way-Fairfield-CA-94534/15726097_zpid/,1240.0,3, 2, Condo,1995,Unknown,89.38,2534.0,211471.0
436,"1698 River Oaks Cir, Fairfield, CA 94533",Fairfield,94533,CA,4,685000,MILLER REAL ESTATE,39.0,634808,https://www.zillow.com/homedetails/1698-River-Oaks-Cir-Fairfield-CA-94533/15729652_zpid/,3408.0,3, 3, Single Family,2000,Unknown,87.41,6778.0,530866.0
441,"10 Alhambra Ct, Antioch, CA 94509",Antioch,94509,CA,3,575000,COLDWELL BANKER,100.0,575005,https://www.zillow.com/homedetails/10-Alhambra-Ct-Antioch-CA-94509/18305599_zpid/,2030.0,3, 2, Single Family,1964,Unknown,89.34,1771.0,117188.0
460,"2958 Winding Ln 86, Antioch, CA 94531",Antioch,94531,CA,2,269900,LONE TREE REAL ESTATE,400.0,286023,https://www.zillow.com/homedetails/2958-Winding-Ln-86-Antioch-CA-94531/18298840_zpid/,871.0,2, 1, Condo,1987,Unknown,94.18,1223.0,61924.0
462,"1816 Crater Peak Way, Antioch, CA 94531",Antioch,94531,CA,3,440000,BETTER HOMES,109.0,440003,https://www.zillow.com/homedetails/1816-Crater-Peak-Way-Antioch-CA-94531/18314511_zpid/,1267.0,3, 2, Single Family,1995,Unknown,87.78,2475.0,193179.0
472,"2817 Winding Ln, Antioch, CA 94531",Antioch,94531,CA,3,305000,REDFIN,400.0,305110,https://www.zillow.com/homedetails/2817-Winding-Ln-Antioch-CA-94531/18298781_zpid/,1061.0,2, 0, Condo,1988,Unknown,90.18,2720.0,194968.0
475,"1415 Sweetwood Dr, Daly City, CA 94015",Daly City,94015,CA,2,899000,CENTURY 21,1.0,967303,https://www.zillow.com/homedetails/1415-Sweetwood-Dr-Daly-City-CA-94015/15466298_zpid/,1030.0,1, 0, Single Family,1946,Unknown,87.16,7366.0,535390.0
502,"1551 Southgate Ave APT 157, Daly City, CA 94015",Daly City,94015,CA,1,515808,"JON DEFOREST, BROKER",503.0,525891,https://www.zillow.com/homedetails/1551-Southgate-Ave-APT-157-Daly-City-CA-94015/15624765_zpid/,813.0,1, 0, Condo,1974,Unknown,89.56,5636.0,413869.0
504,"1551 Southgate Ave APT 358, Daly City, CA 94015",Daly City,94015,CA,2,669500,COLDWELL BANKER,531.0,676019,https://www.zillow.com/homedetails/1551-Southgate-Ave-APT-358-Daly-City-CA-94015/15624913_zpid/,1029.0,2, 0, Condo,1974,Unknown,89.56,4979.0,380727.0
505,"291 County Street B, Daly City, CA 94014",Daly City,94014,CA,3,849000,COMPASS,325.0,933249,https://www.zillow.com/homedetails/291-County-Street-B-Daly-City-CA-94014/15624959_zpid/,1600.0,2, 2, Condo,1981,Unknown,87.41,10077.0,796945.0
520,"55 W 20th Ave APT 202, San Mateo, CA 94403",San Mateo,94403,CA,2,899000,KW BAY AREA ESTATES,525.0,919525,https://www.zillow.com/homedetails/55-W-20th-Ave-APT-202-San-Mateo-CA-94403/15626381_zpid/,1234.0,2, 2, Condo,1982, Public Utilities,86.2,6151.0,422237.0
523,"938 Peninsula Ave, San Mateo, CA 94401",San Mateo,94401,CA,2,898000,RISE HOMES,655.0,916579,https://www.zillow.com/homedetails/938-Peninsula-Ave-San-Mateo-CA-94401/15641611_zpid/,1152.0,2, 0, Townhouse,1965, Public Utilities,84.2,7869.0,601622.0
526,"1311 Wayne Way, San Mateo, CA 94403",San Mateo,94403,CA,2,1299000,JLEE REALTY,272.0,1337884,https://www.zillow.com/homedetails/1311-Wayne-Way-San-Mateo-CA-94403/63132162_zpid/,1540.0,3, 2, Townhouse,2003," Public Utilities, Individual Gas Meters",87.41,8085.0,621493.0
531,"3385 La Selva St APT C, San Mateo, CA 94403",San Mateo,94403,CA,3,745000,COLDWELL BANKER,46.0,756446,https://www.zillow.com/homedetails/3385-La-Selva-St-APT-C-San-Mateo-CA-94403/15630845_zpid/,905.0,2, 0, Condo,1963, Public Utilities,87.88,8117.0,608633.0
532,"1253 Shoal Dr, San Mateo, CA 94404",San Mateo,94404,CA,3,1695000,INTERO REAL ESTATE SERVICES,150.0,1716156,https://www.zillow.com/homedetails/1253-Shoal-Dr-San-Mateo-CA-94404/15532436_zpid/,1690.0,3, 0, Single Family,1974, Public Utilities,94.68,10264.0,809866.0
538,"804 Bermuda Dr, San Mateo, CA 94403",San Mateo,94403,CA,4,1398000,BERKSHIRE HATHAWAY,30.0,1431049,https://www.zillow.com/homedetails/804-Bermuda-Dr-San-Mateo-CA-94403/15531694_zpid/,1820.0,3, 0, Single Family,1954, Public Utilities,86.2,5033.0,332292.0
553,"330 Torrey Pines Ct, Vacaville, CA 95687",Vacaville,95687,CA,3,459000,RE/MAX,105.0,459002,https://www.zillow.com/homedetails/330-Torrey-Pines-Ct-Vacaville-CA-95687/51603407_zpid/,1597.0,3, 0, Single Family,2000,Unknown,87.41,3462.0,249625.0
554,"1000 Chauncy Ct, Vacaville, CA 95688",Vacaville,95688,CA,3,499000,RAPISARDA REAL ESTATE,162.0,499002,https://www.zillow.com/homedetails/1000-Chauncy-Ct-Vacaville-CA-95688/54659555_zpid/,1408.0,3, 0, Single Family,2001,Unknown,84.97,4005.0,329671.0
559,"100 American Way, Vacaville, CA 95687",Vacaville,95687,CA,3,385000,VYLLA HOME,110.0,385002,https://www.zillow.com/homedetails/100-American-Way-Vacaville-CA-95687/15692939_zpid/,1734.0,3, 0, Single Family,1990,Unknown,87.41,4204.0,344057.0
562,"325 Gabiano Ct, Vacaville, CA 95687",Vacaville,95687,CA,3,410000,KW BAY AREA ESTATES,81.0,407363,https://www.zillow.com/homedetails/325-Gabiano-Ct-Vacaville-CA-95687/247629355_zpid/,1229.0,3, 0, Single Family,2010,Unknown,83.97,4482.0,322137.0
566,"113 Currant Ln, Vacaville, CA 95687",Vacaville,95687,CA,2,499999,MONARCH REAL ESTATE GROUP,289.0,500001,https://www.zillow.com/homedetails/113-Currant-Ln-Vacaville-CA-95687/15714025_zpid/,1597.0,2, 0, Single Family,1997,Unknown,91.97,4848.0,393243.0
576,"104 Glacier Cir, Vacaville, CA 95687",Vacaville,95687,CA,3,399000,"CASIANO & ASSOCIATES, INC.",71.0,399002,https://www.zillow.com/homedetails/104-Glacier-Cir-Vacaville-CA-95687/15712560_zpid/,1440.0,2, 2, Single Family,1965," Water Connected, Sewer Connected, Electricity Connected",87.41,4247.0,365160.0
578,"490 Edgewood Dr APT 25, Vacaville, CA 95688",Vacaville,95688,CA,2,275000,COLDWELL BANKER,433.0,275001,https://www.zillow.com/homedetails/490-Edgewood-Dr-APT-25-Vacaville-CA-95688/15688680_zpid/,1224.0,2, 0, Condo,1968,Unknown,94.53,3008.0,253415.0
581,"2006 Pinecrest Ct, Vacaville, CA 95688",Vacaville,95688,CA,4,1199999,BAY AREA REAL ESTATE GROUP,125.0,1247488,https://www.zillow.com/homedetails/2006-Pinecrest-Ct-Vacaville-CA-95688/15701390_zpid/,3850.0,4, 4, Single Family,2003,Unknown,87.41,11867.0,991260.0
582,"130 Arcadia Dr, Vacaville, CA 95687",Vacaville,95687,CA,3,340000,RE/MAX,360.0,340002,https://www.zillow.com/homedetails/130-Arcadia-Dr-Vacaville-CA-95687/15689902_zpid/,1379.0,3, 2, Condo,1981,Unknown,84.77,1366.0,121498.0
600,"433 Harlan St APT 107, San Leandro, CA 94577",San Leandro,94577,CA,2,385000,UNITED BROKERS REAL ESTATE,313.0,398842,https://www.zillow.com/homedetails/433-Harlan-St-APT-107-San-Leandro-CA-94577/24874184_zpid/,803.0,2, 1, Condo,1964,Unknown,91.47,2162.0,124370.0
602,"251 Castro St, San Leandro, CA 94577",San Leandro,94577,CA,1,349888,COMPASS,267.0,365354,https://www.zillow.com/homedetails/251-Castro-St-San-Leandro-CA-94577/24874066_zpid/,860.0,1, 0, Condo,1967, Other,94.67,4672.0,333030.0
603,"700 Fargo Ave APT 1, San Leandro, CA 94579",San Leandro,94579,CA,3,489000,COMPASS,355.0,449651,https://www.zillow.com/homedetails/700-Fargo-Ave-APT-1-San-Leandro-CA-94579/82843389_zpid/,1100.0,3, 1, Townhouse,1965,Unknown,89.1,5407.0,403817.0
605,"15065 Hesperian Blvd APT 26, San Leandro, CA 94578",San Leandro,94578,CA,2,399000,COLDWELL BANKER,366.0,433057,https://www.zillow.com/homedetails/15065-Hesperian-Blvd-APT-26-San-Leandro-CA-94578/24886021_zpid/,822.0,2, 1, Single Family,1985,Unknown,94.67,5197.0,384948.0
611,"1450 Thrush Ave APT 16, San Leandro, CA 94578",San Leandro,94578,CA,2,385000,INTERO REAL ESTATE SERVICES,460.0,397156,https://www.zillow.com/homedetails/1450-Thrush-Ave-APT-16-San-Leandro-CA-94578/24892528_zpid/,820.0,2, 2, Condo,1994,Unknown,88.27,5638.0,413100.0
618,"2505 Miramar Ave APT 115, Castro Valley, CA 94546",Castro Valley,94546,CA,2,519000,REALTY WORLD,490.0,525259,https://www.zillow.com/homedetails/2505-Miramar-Ave-APT-115-Castro-Valley-CA-94546/68031039_zpid/,1063.0,2, 2, Condo,1988,Unknown,93.07,5793.0,428400.0
619,"1570 165th Ave APT 203, San Leandro, CA 94578",San Leandro,94578,CA,2,425000,UNITED BROKERS REAL ESTATE,438.0,428560,https://www.zillow.com/homedetails/1570-165th-Ave-APT-203-San-Leandro-CA-94578/82829359_zpid/,928.0,2, 0, Condo,1987,Unknown,89.9,4600.0,321373.0
620,"14057 Doolittle Dr, San Leandro, CA 94577",San Leandro,94577,CA,2,448888,VALLEY BROKERS ON MAIN,464.0,449289,https://www.zillow.com/homedetails/14057-Doolittle-Dr-San-Leandro-CA-94577/24896133_zpid/,1250.0,2, 1, Condo,1974,Unknown,91.5,9359.0,333987.0
623,"740 Fargo Ave APT 8, San Leandro, CA 94579",San Leandro,94579,CA,2,438000,COMPASS,355.0,449510,https://www.zillow.com/homedetails/740-Fargo-Ave-APT-8-San-Leandro-CA-94579/82834253_zpid/,840.0,2, 2, Condo,1965,Unknown,89.1,4833.0,355711.0
624,"871 Old Oak Rd, Livermore, CA 94550",Livermore,94550,CA,4,1479950,COMPASS,137.0,1506624,https://www.zillow.com/homedetails/871-Old-Oak-Rd-Livermore-CA-94550/24949570_zpid/,2532.0,3, 4, Single Family,1999,Unknown,79.02,11630.0,912471.0
625,"2784 Kellogg Loop, Livermore, CA 94550",Livermore,94550,CA,4,1350000,KELLER WILLIAMS,8.0,1341672,https://www.zillow.com/homedetails/2784-Kellogg-Loop-Livermore-CA-94550/64964801_zpid/,3287.0,4, 2, Single Family,2004,Unknown,77.42,14537.0,1103647.0
631,"2250 Rapallo Cmn, Livermore, CA 94551",Livermore,94551,CA,4,849950,COMPASS,156.0,848892,https://www.zillow.com/homedetails/2250-Rapallo-Cmn-Livermore-CA-94551/58878108_zpid/,2061.0,3, 2, Single Family,2002,Unknown,84.46,10071.0,765000.0
632,"2982 Sage Cmn, Livermore, CA 94551",Livermore,94551,CA,3,819950,COLDWELL BANKER,170.0,829949,https://www.zillow.com/homedetails/2982-Sage-Cmn-Livermore-CA-94551/99340280_zpid/,1786.0,3, 2, Single Family,2012,Unknown,87.65,7736.0,578067.0
636,"3027 Rivers Bend Cir, Livermore, CA 94550",Livermore,94550,CA,5,1289950,EXCEL REALTY,18.0,1316301,https://www.zillow.com/homedetails/3027-Rivers-Bend-Cir-Livermore-CA-94550/82844319_zpid/,3020.0,3, 2, Single Family,2007,Unknown,83.82,7063.0,503852.0
638,"1337 Spring Valley Cmn, Livermore, CA 94551",Livermore,94551,CA,3,574900,KELLER WILLIAMS,374.0,589294,https://www.zillow.com/homedetails/1337-Spring-Valley-Cmn-Livermore-CA-94551/24948152_zpid/,1274.0,3, 0, Townhouse,1985,Unknown,91.65,7351.0,561000.0
646,"681 Selby Ln UNIT 4, Livermore, CA 94551",Livermore,94551,CA,3,738888,JOVIAN REALTY,343.0,754183,https://www.zillow.com/homedetails/681-Selby-Ln-UNIT-4-Livermore-CA-94551/82843169_zpid/,1806.0,2, 2, Condo,2007,Unknown,84.45,9173.0,708350.0
647,"3941 Portola Cmn UNIT 4, Livermore, CA 94551",Livermore,94551,CA,2,675000,TORELLI REALTY,216.0,678120,https://www.zillow.com/homedetails/3941-Portola-Cmn-UNIT-4-Livermore-CA-94551/241573894_zpid/,1580.0,3, 2, Condo,2016," Cable Available, Water Connected, Sewer Connected",84.46,7533.0,583791.0
648,"1817 Monterey Dr, Livermore, CA 94551",Livermore,94551,CA,3,530000,ALLIANCE BAY REALTY,374.0,542171,https://www.zillow.com/homedetails/1817-Monterey-Dr-Livermore-CA-94551/24948271_zpid/,1274.0,3, 2, Townhouse,1986,Unknown,86.85,6553.0,499825.0
652,"2784 Patcham Cmn, Livermore, CA 94550",Livermore,94550,CA,4,809900,SERENO GROUP,103.0,810953,https://www.zillow.com/homedetails/2784-Patcham-Cmn-Livermore-CA-94550/124735609_zpid/,1927.0,4, 0, Single Family,2015," Individual Electric Meters, Public Utilities, Individual Gas Meters",94.86,10492.0,795600.0
654,"5432 Theresa Way, Livermore, CA 94550",Livermore,94550,CA,3,800000,RE/MAX,32.0,836045,https://www.zillow.com/homedetails/5432-Theresa-Way-Livermore-CA-94550/24950549_zpid/,1583.0,2, 2, Single Family,1972,Unknown,79.02,3857.0,255231.0
655,"1087 Murrieta Blvd APT 240, Livermore, CA 94550",Livermore,94550,CA,1,398000,COMPASS,426.0,335874,https://www.zillow.com/homedetails/1087-Murrieta-Blvd-APT-240-Livermore-CA-94550/24933295_zpid/,758.0,1, 1, Condo,1974,Unknown,83.02,4178.0,297135.0
669,"3552 Shelter Creek Dr, Napa, CA 94558",Napa,94558,CA,3,420000,COLDWELL BANKER,335.0,421403,https://www.zillow.com/homedetails/3552-Shelter-Creek-Dr-Napa-CA-94558/19408736_zpid/,1350.0,2, 0, Condo,1972,Unknown,81.29,5099.0,391584.0
670,"3191 Tiffanie Ln, Napa, CA 94558",Napa,94558,CA,5,1295000,COMPASS,325.0,1201777,https://www.zillow.com/homedetails/3191-Tiffanie-Ln-Napa-CA-94558/19419808_zpid/,3360.0,3, 2, Single Family,1987,Unknown,87.41,10300.0,852882.0
671,"158 Luke Dr, Napa, CA 94558",Napa,94558,CA,4,1465000,COMPASS,99.0,1300789,https://www.zillow.com/homedetails/158-Luke-Dr-Napa-CA-94558/240300253_zpid/,2998.0,4, 2, Single Family,2017,Unknown,85.26,14767.0,1243278.0
674,"21 Lighthouse Ct, Napa, CA 94559",Napa,94559,CA,4,1395000,HOMESTEAD REAL ESTATE,202.0,1010529,https://www.zillow.com/homedetails/21-Lighthouse-Ct-Napa-CA-94559/19414376_zpid/,2190.0,3, 2, Single Family,1992,Unknown,79.94,7773.0,628033.0
679,"242 Buttercup Ct, Napa, CA 94559",Napa,94559,CA,4,1190000,REDFIN,80.0,1022266,https://www.zillow.com/homedetails/242-Buttercup-Ct-Napa-CA-94559/72701077_zpid/,2730.0,4, 2, Single Family,2007,Unknown,83.94,11999.0,1003985.0
681,"407 Bear Creek Cir, Napa, CA 94558",Napa,94558,CA,4,2099000,ENGEL & VOELKERS,440.0,2052315,https://www.zillow.com/homedetails/407-Bear-Creek-Cir-Napa-CA-94558/19423753_zpid/,3281.0,5, 2, Single Family,1997,Unknown,94.09,18034.0,1551768.0
694,"77 Village Pkwy, Napa, CA 94558",Napa,94558,CA,2,420000,KELLER WILLIAMS,491.0,409638,https://www.zillow.com/homedetails/77-Village-Pkwy-Napa-CA-94558/19414041_zpid/,1376.0,3, 1, Condo,1985,Unknown,94.86,4966.0,379745.0
700,"33 Woodhill Dr, Redwood City, CA 94061",Redwood City,94061,CA,3,3495000,GOLDEN GATE SOTHEBY'S,10.0,3575820,https://www.zillow.com/homedetails/33-Woodhill-Dr-Redwood-City-CA-94061/15590558_zpid/,2870.0,3, 2, Single Family,1985, Public Utilities,94.03,15133.0,1362634.0
708,"1318 Woodside Rd, Redwood City, CA 94061",Redwood City,94061,CA,2,899000,COLDWELL BANKER,60.0,911259,https://www.zillow.com/homedetails/1318-Woodside-Rd-Redwood-City-CA-94061/15635213_zpid/,1360.0,2,0, Condo,1974, Public Utilities,82.83,11684.0,1050000.0
715,"1233 Sanchez Way, Redwood City, CA 94061",Redwood City,94061,CA,3,1450000,INTERO REAL ESTATE SERVICES,309.0,1456748,https://www.zillow.com/homedetails/1233-Sanchez-Way-Redwood-City-CA-94061/15576169_zpid/,1490.0,3,0, Single Family,1988, Public Utilities,89.23,5589.0,496396.0
720,"742 Newport Cir, Redwood City, CA 94065",Redwood City,94065,CA,4,2399932,COMPASS,245.0,2452407,https://www.zillow.com/homedetails/742-Newport-Cir-Redwood-City-CA-94065/15617818_zpid/,1790.0,3,0, Single Family,1984," Individual Electric Meters, Public Utilities, Individual Gas Meters",90.68,17925.0,1592578.0
724,"812 Palm Ave, Redwood City, CA 94061",Redwood City,94061,CA,3,1378000,COMPASS,250.0,1371948,https://www.zillow.com/homedetails/812-Palm-Ave-Redwood-City-CA-94061/15578226_zpid/,1760.0,3,0, Single Family,1992, Public Utilities,90.83,4642.0,417464.0
733,"216 Alden St, Redwood City, CA 94063",Redwood City,94063,CA,2,849900,DNH REALTY SOLUTIONS,525.0,861786,https://www.zillow.com/homedetails/216-Alden-St-Redwood-City-CA-94063/15636111_zpid/,1026.0,2,0, Townhouse,1978, Individual Electric Meters,87.41,5299.0,477543.0
734,"548 Shorebird Cir UNIT 3203, Redwood City, CA 94065",Redwood City,94065,CA,2,1298000,RISE HOMES,605.0,4300,https://www.zillow.com/homedetails/548-Shorebird-Cir-UNIT-3203-Redwood-City-CA-94065/15636397_zpid/,1667.0,2,0, Condo,1980, Public Utilities,84.28,5248.0,443848.0
735,"217 Bradbury Ln, Redwood City, CA 94061",Redwood City,94061,CA,4,1799000,FIRESIDE REALTY,180.0,1773903,https://www.zillow.com/homedetails/217-Bradbury-Ln-Redwood-City-CA-94061/15578412_zpid/,2150.0,3,0, Single Family,1989," Individual Electric Meters, Public Utilities, Individual Gas Meters",94.83,12702.0,1148980.0
737,"137 Laurel Way, Mountain View, CA 94040",Mountain View,94040,CA,3,1599000,COMPASS,77.0,1634714,https://www.zillow.com/homedetails/137-Laurel-Way-Mountain-View-CA-94040/19510720_zpid/,1339.0,3, 1, Single Family,1996, Public Utilities,95.05,10264.0,796587.0
738,"452 Mountain Laurel Ct, Mountain View, CA 94043",Mountain View,94043,CA,3,1380000,JLEE REALTY,403.0,1410298,https://www.zillow.com/homedetails/452-Mountain-Laurel-Ct-Mountain-View-CA-94043/19512528_zpid/,1417.0,3, 1, Townhouse,1988, Public Utilities,93.98,9630.0,788184.0
741,"150 Pacchetti Way, Mountain View, CA 94040",Mountain View,94040,CA,3,1495000,BAYVIEW REALTY & FINANCIAL,161.0,1541195,https://www.zillow.com/homedetails/150-Pacchetti-Way-Mountain-View-CA-94040/19510951_zpid/,1421.0,3, 1, Townhouse,1997, Public Utilities,90.25,7892.0,604156.0
742,"400 Ortega Ave APT 118, Mountain View, CA 94040",Mountain View,94040,CA,2,949800,"CHAOCHAO JIANG, BROKER",512.0,960308,https://www.zillow.com/homedetails/400-Ortega-Ave-APT-118-Mountain-View-CA-94040/19509919_zpid/,1013.0,2, 2, Condo,1975, Public Utilities,87.1,11274.0,886108.0
744,"305 Woodland Park Ln, Mountain View, CA 94043",Mountain View,94043,CA,4,2250000,COMPASS,110.0,2352118,https://www.zillow.com/homedetails/305-Woodland-Park-Ln-Mountain-View-CA-94043/19513391_zpid/,2264.0,3, 2, Single Family,1988," Public Utilities, Solar Panels - Owned",78.03,24101.0,2003945.0
745,"1108 Carlos Privada, Mountain View, CA 94040",Mountain View,94040,CA,4,2295000,SERENO GROUP,290.0,2224020,https://www.zillow.com/homedetails/1108-Carlos-Privada-Mountain-View-CA-94040/19536739_zpid/,2493.0,3, 2, Single Family,1986, Public Utilities,94.31,9593.0,794542.0
